county,precinct,office,district,party,candidate,votes
BOONE,Secretary of State,,DEM,"Askew, James J.",1450
BOONE,Secretary of State,,REP,"Blunt, Matt",3714
BOONE,Secretary of State,,REP,"Peterman, Raymond W.",367
BOONE,Secretary of State,,REP,"Crump, Robert J.",356
BOONE,Secretary of State,,LIB,"Southard, Jane Spence",71
BOONE,Secretary of State,,CST,"Ivanovich, Donna L.",3
BOONE,State Treasurer,,DEM,"May, Brian",2081
BOONE,State Treasurer,,DEM,"Farmer, Nancy",3503
BOONE,State Treasurer,,DEM,"Lakin, Scott",1275
BOONE,State Treasurer,,REP,"Boeke, Chester (Chet)",820
BOONE,State Treasurer,,REP,"Graves, Todd",3372
BOONE,State Treasurer,,LIB,"Trembley, Arnold J.",72
BOONE,State Treasurer,,CST,"Culligan, Kerry",4
BOONE,Attorney General,,DEM,"Nixon, Jeremiah W. (Jay)",6682
BOONE,Attorney General,,REP,"Jones, Sam",4119
BOONE,Attorney General,,LIB,"Moore, Mitch",73
BOONE,Attorney General,,DEM,"Glawson, Michael Charles",1025
BOONE,Attorney General,,DEM,"Terry, Joe Cefius",804
BOONE,Attorney General,,DEM,"Carroll, Steven R.",4543
BOONE,Attorney General,,REP,"Hulshof, Kenny",4626
BOONE,Attorney General,,LIB,"Hoffman, Robert",73
BOONE,Attorney General,,DEM,"Jacob, Ken",6538
BOONE,Attorney General,,REP,"Asbury, Randy",2065
BOONE,Attorney General,,REP,"Martin, Frank A.",721
BOONE,Attorney General,,REP,"Parker, Jr., G. W.",1775
BOONE,Attorney General,,LIB,"Dupuy, John",71
BOONE,Attorney General,,DEM,"Farnen, Ted",1095
BOONE,Attorney General,,DEM,"Copenhaver, Nancy",152
BOONE,Attorney General,,DEM,"Thornburg, Ted",70
BOONE,Attorney General,,DEM,"Baker, Lloyd J. (L.J.)",63
BOONE,Attorney General,,REP,"Sander, Therese",91
BOONE,Attorney General,,REP,"Evans, Suzanne Carol",54
BOONE,Attorney General,,DEM,"Harlan, Tim",2437
BOONE,Attorney General,,DEM,"Graham, Chuck",1866
BOONE,Attorney General,,REP,"Bauer, Brian K.",1276
BOONE,Attorney General,,DEM,"Wilson, Vicky Riback",1080
BOONE,Attorney General,,DEM,"Kerr, Andrew W.",184
BOONE,Attorney General,,DEM,"Seigfreid, Jim",65
BOONE,Attorney General,,DEM,"Hamilton, Gene",6680
BOONE,Attorney General,,REP,"Roper, Ellen S.",4186
BUCHANAN,U.S. Senate,,DEM,"Wagganer, Ronald William",3497
BUCHANAN,U.S. Senate,,DEM,"Carnahan, Mel",9671
BUCHANAN,U.S. Senate,,REP,"Ashcroft, John",3521
BUCHANAN,U.S. Senate,,REP,"Perkel, Marc",265
BUCHANAN,U.S. Senate,,LIB,"Stauffer, Grant Samuel",68
BUCHANAN,Governor,,DEM,"Holden, Bob",10511
BUCHANAN,Governor,,REP,"Macy, Elgar",193
BUCHANAN,Governor,,REP,"Talent, Jim",2777
BUCHANAN,Governor,,REP,"Sievers, Jennie Lee (Jen)",548
BUCHANAN,Governor,,LIB,"Swenson, John M.",46
BUCHANAN,Governor,,LIB,"Illyes, Dick",23
BUCHANAN,Governor,,CST,"Smith, Richard L.",12
BUCHANAN,Lieutenant Governor,,DEM,"Maxwell, Joe",6748
BUCHANAN,Lieutenant Governor,,DEM,"Backer, Gracia Yancey",1935
BUCHANAN,Lieutenant Governor,,DEM,"Powell, Catherine",3461
BUCHANAN,Lieutenant Governor,,REP,"Ortwerth, Joe",1022
BUCHANAN,Lieutenant Governor,,REP,"Bailey, Wendell",2292
BUCHANAN,Lieutenant Governor,,LIB,"Horras, Phillip W.",66
BUCHANAN,Lieutenant Governor,,CST,"Wells, Bob",10
BUCHANAN,Secretary of State,,DEM,"Gaw, Steve",5617
BUCHANAN,Secretary of State,,DEM,"Askew, James J.",5797
BUCHANAN,Secretary of State,,REP,"Blunt, Matt",2210
BUCHANAN,Secretary of State,,REP,"Peterman, Raymond W.",489
BUCHANAN,Secretary of State,,REP,"Crump, Robert J.",528
BUCHANAN,Secretary of State,,LIB,"Southard, Jane Spence",67
BUCHANAN,Secretary of State,,CST,"Ivanovich, Donna L.",10
BUCHANAN,State Treasurer,,DEM,"May, Brian",2315
BUCHANAN,State Treasurer,,DEM,"Farmer, Nancy",6206
BUCHANAN,State Treasurer,,DEM,"Lakin, Scott",2888
BUCHANAN,State Treasurer,,REP,"Boeke, Chester (Chet)",441
BUCHANAN,State Treasurer,,REP,"Graves, Todd",2854
BUCHANAN,State Treasurer,,LIB,"Trembley, Arnold J.",70
BUCHANAN,State Treasurer,,CST,"Culligan, Kerry",10
BUCHANAN,Attorney General,,DEM,"Nixon, Jeremiah W. (Jay)",10363
BUCHANAN,Attorney General,,REP,"Jones, Sam",3000
BUCHANAN,Attorney General,,LIB,"Moore, Mitch",69
BUCHANAN,Attorney General,,DEM,"Danner, Steve",5540
BUCHANAN,Attorney General,,DEM,"Mann, Tom",5738
BUCHANAN,Attorney General,,DEM,"Reeves, Sandra Lee",1301
BUCHANAN,Attorney General,,DEM,"Cox, Ida",873
BUCHANAN,Attorney General,,REP,"DeSelms, Jack C.",59
BUCHANAN,Attorney General,,REP,"Loar, Teresa Anne",393
BUCHANAN,Attorney General,,REP,"Dady, John",81
BUCHANAN,Attorney General,,REP,"Bailey, Jeff",292
BUCHANAN,Attorney General,,REP,"Graves, Jr., Samuel B. (Sam)",2735
BUCHANAN,Attorney General,,LIB,"Dykes, Jimmy",67
BUCHANAN,Attorney General,,DEM,"Kelly, Glenda",3725
BUCHANAN,Attorney General,,DEM,"Caldwell, William Lynn (Bill)",4162
BUCHANAN,Attorney General,,REP,"Shields, Charlie",1901
BUCHANAN,Attorney General,,DEM,"Lawson, Maurice",2822
BUCHANAN,Attorney General,,REP,"Rooney, Jim",485
BUCHANAN,Attorney General,,LIB,"Wisneski, Kevin L.",21
BUCHANAN,Attorney General,,REP,"Jackson, Randall R.",3227
BUCHANAN,Attorney General,,DEM,"Robb, Patrick K",11084
BUCHANAN,Attorney General,,DEM,"Kellogg, Daniel F.",9156
BUCHANAN,Attorney General,,DEM,"Cone, Pamela L.",4266
BUTLER,U.S. Senate,,DEM,"Wagganer, Ronald William",145
BUTLER,U.S. Senate,,DEM,"Carnahan, Mel",780
BUTLER,U.S. Senate,,REP,"Ashcroft, John",2975
BUTLER,U.S. Senate,,REP,"Perkel, Marc",319
BUTLER,U.S. Senate,,LIB,"Stauffer, Grant Samuel",5
BUTLER,Governor,,DEM,"Holden, Bob",843
BUTLER,Governor,,REP,"Macy, Elgar",220
BUTLER,Governor,,REP,"Talent, Jim",2449
BUTLER,Governor,,REP,"Sievers, Jennie Lee (Jen)",353
BUTLER,Governor,,LIB,"Swenson, John M.",2
BUTLER,Governor,,LIB,"Illyes, Dick",3
BUTLER,Governor,,CST,"Smith, Richard L.",0
BUTLER,Lieutenant Governor,,DEM,"Maxwell, Joe",520
BUTLER,Lieutenant Governor,,DEM,"Backer, Gracia Yancey",163
BUTLER,Lieutenant Governor,,DEM,"Powell, Catherine",194
BUTLER,Lieutenant Governor,,REP,"Ortwerth, Joe",907
BUTLER,Lieutenant Governor,,REP,"Bailey, Wendell",2033
BUTLER,Lieutenant Governor,,LIB,"Horras, Phillip W.",5
BUTLER,Lieutenant Governor,,CST,"Wells, Bob",0
BUTLER,Secretary of State,,DEM,"Gaw, Steve",432
BUTLER,Secretary of State,,DEM,"Askew, James J.",410
BUTLER,Secretary of State,,REP,"Blunt, Matt",1981
BUTLER,Secretary of State,,REP,"Peterman, Raymond W.",415
BUTLER,Secretary of State,,REP,"Crump, Robert J.",464
BUTLER,Secretary of State,,LIB,"Southard, Jane Spence",4
BUTLER,Secretary of State,,CST,"Ivanovich, Donna L.",0
BUTLER,State Treasurer,,DEM,"May, Brian",199
BUTLER,State Treasurer,,DEM,"Farmer, Nancy",418
BUTLER,State Treasurer,,DEM,"Lakin, Scott",229
BUTLER,State Treasurer,,REP,"Boeke, Chester (Chet)",805
BUTLER,State Treasurer,,REP,"Graves, Todd",1789
BUTLER,State Treasurer,,LIB,"Trembley, Arnold J.",4
BUTLER,State Treasurer,,CST,"Culligan, Kerry",0
BUTLER,Attorney General,,DEM,"Nixon, Jeremiah W. (Jay)",844
BUTLER,Attorney General,,REP,"Jones, Sam",2584
BUTLER,Attorney General,,LIB,"Moore, Mitch",4
BUTLER,Attorney General,,DEM,"Durnell, Earl",385
BUTLER,Attorney General,,DEM,"Camp, Bob",446
BUTLER,Attorney General,,REP,"Emerson, Jo Ann",3206
BUTLER,Attorney General,,LIB,"Hendricks, Jr., John B.",6
BUTLER,Attorney General,,DEM,"Howard, Jerry T.",891
BUTLER,Attorney General,,REP,"Enderle, Les",648
BUTLER,Attorney General,,REP,"Foster, Bill I.",2636
BUTLER,Attorney General,,REP,"Richardson, Mark L.",2274
BUTLER,Attorney General,,DEM,"Pedigo, Jr., Bill",45
BUTLER,Attorney General,,DEM,"Golden, Katherine",112
BUTLER,Attorney General,,REP,"Jetton, Rod",356
BUTLER,Attorney General,,REP,"Slayton, Tim",495
BUTLER,Attorney General,,DEM,"Britt, Phillip",24
CALDWELL,U.S. Senate,,DEM,"Wagganer, Ronald William",99
CALDWELL,U.S. Senate,,DEM,"Carnahan, Mel",351
CALDWELL,U.S. Senate,,REP,"Ashcroft, John",1282
CALDWELL,U.S. Senate,,REP,"Perkel, Marc",196
CALDWELL,U.S. Senate,,LIB,"Stauffer, Grant Samuel",0
CALDWELL,Governor,,DEM,"Holden, Bob",384
CALDWELL,Governor,,REP,"Macy, Elgar",144
CALDWELL,Governor,,REP,"Talent, Jim",907
CALDWELL,Governor,,REP,"Sievers, Jennie Lee (Jen)",279
CALDWELL,Governor,,LIB,"Swenson, John M.",0
CALDWELL,Governor,,LIB,"Illyes, Dick",0
CALDWELL,Governor,,CST,"Smith, Richard L.",3
CALDWELL,Lieutenant Governor,,DEM,"Maxwell, Joe",228
CALDWELL,Lieutenant Governor,,DEM,"Backer, Gracia Yancey",92
CALDWELL,Lieutenant Governor,,DEM,"Powell, Catherine",100
CALDWELL,Lieutenant Governor,,REP,"Ortwerth, Joe",322
CALDWELL,Lieutenant Governor,,REP,"Bailey, Wendell",998
CALDWELL,Lieutenant Governor,,LIB,"Horras, Phillip W.",0
CALDWELL,Lieutenant Governor,,CST,"Wells, Bob",3
CALDWELL,Secretary of State,,DEM,"Gaw, Steve",206
CALDWELL,Secretary of State,,DEM,"Askew, James J.",212
CALDWELL,Secretary of State,,REP,"Blunt, Matt",834
CALDWELL,Secretary of State,,REP,"Peterman, Raymond W.",242
CALDWELL,Secretary of State,,REP,"Crump, Robert J.",209
CALDWELL,Secretary of State,,LIB,"Southard, Jane Spence",0
CALDWELL,Secretary of State,,CST,"Ivanovich, Donna L.",3
CALDWELL,State Treasurer,,DEM,"May, Brian",117
CALDWELL,State Treasurer,,DEM,"Farmer, Nancy",198
CALDWELL,State Treasurer,,DEM,"Lakin, Scott",94
CALDWELL,State Treasurer,,REP,"Boeke, Chester (Chet)",252
CALDWELL,State Treasurer,,REP,"Graves, Todd",1038
CALDWELL,State Treasurer,,LIB,"Trembley, Arnold J.",0
CALDWELL,State Treasurer,,CST,"Culligan, Kerry",3
CALDWELL,Attorney General,,DEM,"Nixon, Jeremiah W. (Jay)",403
CALDWELL,Attorney General,,REP,"Jones, Sam",1186
CALDWELL,Attorney General,,LIB,"Moore, Mitch",0
CALDWELL,Attorney General,,DEM,"Danner, Steve",317
CALDWELL,Attorney General,,DEM,"Mann, Tom",34
CALDWELL,Attorney General,,DEM,"Reeves, Sandra Lee",52
CALDWELL,Attorney General,,DEM,"Cox, Ida",46
CALDWELL,Attorney General,,REP,"DeSelms, Jack C.",40
CALDWELL,Attorney General,,REP,"Loar, Teresa Anne",134
CALDWELL,Attorney General,,REP,"Dady, John",44
CALDWELL,Attorney General,,REP,"Bailey, Jeff",227
CALDWELL,Attorney General,,REP,"Graves, Jr., Samuel B. (Sam)",906
CALDWELL,Attorney General,,LIB,"Dykes, Jimmy",0
CALDWELL,Attorney General,,DEM,"Mathewson, James L. (Jim)",409
CALDWELL,Attorney General,,DEM,"Relford, Randall H.",263
CALDWELL,Attorney General,,DEM,"Kelly, Gary",54
CALDWELL,Attorney General,,DEM,"Fitzwater, Rodger L.",134
CALDWELL,Attorney General,,DEM,"Bosler, Tim",197
CALDWELL,Attorney General,,DEM,"Elliott, Brent",244
CALDWELL,Attorney General,,REP,"McElwain, Warren L.",864
CALDWELL,Attorney General,,REP,"Valbracht, James P.",581
CALDWELL,Attorney General,,DEM,"Griffin, Stephen K.",363
CALLAWAY,U.S. Senate,,DEM,"Wagganer, Ronald William",1395
CALLAWAY,U.S. Senate,,DEM,"Carnahan, Mel",4280
CALLAWAY,U.S. Senate,,REP,"Ashcroft, John",940
CALLAWAY,U.S. Senate,,REP,"Perkel, Marc",80
CALLAWAY,U.S. Senate,,LIB,"Stauffer, Grant Samuel",8
CALLAWAY,Governor,,DEM,"Holden, Bob",4836
CALLAWAY,Governor,,REP,"Macy, Elgar",47
CALLAWAY,Governor,,REP,"Talent, Jim",857
CALLAWAY,Governor,,REP,"Sievers, Jennie Lee (Jen)",79
CALLAWAY,Governor,,LIB,"Swenson, John M.",5
CALLAWAY,Governor,,LIB,"Illyes, Dick",1
CALLAWAY,Governor,,CST,"Smith, Richard L.",2
CALLAWAY,Lieutenant Governor,,DEM,"Maxwell, Joe",1568
CALLAWAY,Lieutenant Governor,,DEM,"Backer, Gracia Yancey",4195
CALLAWAY,Lieutenant Governor,,DEM,"Powell, Catherine",214
CALLAWAY,Lieutenant Governor,,REP,"Ortwerth, Joe",470
CALLAWAY,Lieutenant Governor,,REP,"Bailey, Wendell",490
CALLAWAY,Lieutenant Governor,,LIB,"Horras, Phillip W.",7
CALLAWAY,Lieutenant Governor,,CST,"Wells, Bob",2
CALLAWAY,Secretary of State,,DEM,"Gaw, Steve",3477
CALLAWAY,Secretary of State,,DEM,"Askew, James J.",1708
CALLAWAY,Secretary of State,,REP,"Blunt, Matt",773
CALLAWAY,Secretary of State,,REP,"Peterman, Raymond W.",89
CALLAWAY,Secretary of State,,REP,"Crump, Robert J.",106
CALLAWAY,Secretary of State,,LIB,"Southard, Jane Spence",6
CALLAWAY,Secretary of State,,CST,"Ivanovich, Donna L.",2
CALLAWAY,State Treasurer,,DEM,"May, Brian",1701
CALLAWAY,State Treasurer,,DEM,"Farmer, Nancy",2480
CALLAWAY,State Treasurer,,DEM,"Lakin, Scott",896
CALLAWAY,State Treasurer,,REP,"Boeke, Chester (Chet)",183
CALLAWAY,State Treasurer,,REP,"Graves, Todd",730
CALLAWAY,State Treasurer,,LIB,"Trembley, Arnold J.",7
CALLAWAY,State Treasurer,,CST,"Culligan, Kerry",2
CALLAWAY,Attorney General,,DEM,"Nixon, Jeremiah W. (Jay)",4875
CALLAWAY,Attorney General,,REP,"Jones, Sam",868
CALLAWAY,Attorney General,,LIB,"Moore, Mitch",7
CALLAWAY,Attorney General,,DEM,"Glawson, Michael Charles",1406
CALLAWAY,Attorney General,,DEM,"Terry, Joe Cefius",629
CALLAWAY,Attorney General,,DEM,"Carroll, Steven R.",2759
CALLAWAY,Attorney General,,REP,"Hulshof, Kenny",986
CALLAWAY,Attorney General,,LIB,"Hoffman, Robert",7
CALLAWAY,Attorney General,,DEM,"Baumgartner, Lewis",3291
CALLAWAY,Attorney General,,DEM,"Oestreich, George L.",2322
CALLAWAY,Attorney General,,REP,"Stricker, A. J.",193
CALLAWAY,Attorney General,,REP,"Moore, Danielle (Danie)",759
CALLAWAY,Attorney General,,DEM,"Farnen, Ted",163
CALLAWAY,Attorney General,,DEM,"Hamilton, Gene",5217
CALLAWAY,Attorney General,,REP,"Roper, Ellen S.",875
CAMDEN,U.S. Senate,,DEM,"Wagganer, Ronald William",378
CAMDEN,U.S. Senate,,DEM,"Carnahan, Mel",1350
CAMDEN,U.S. Senate,,REP,"Ashcroft, John",3807
CAMDEN,U.S. Senate,,REP,"Perkel, Marc",684
CAMDEN,U.S. Senate,,LIB,"Stauffer, Grant Samuel",6
CAMDEN,Governor,,DEM,"Holden, Bob",1641
CAMDEN,Governor,,REP,"Macy, Elgar",364
CAMDEN,Governor,,REP,"Talent, Jim",3176
CAMDEN,Governor,,REP,"Sievers, Jennie Lee (Jen)",657
CAMDEN,Governor,,LIB,"Swenson, John M.",6
CAMDEN,Governor,,LIB,"Illyes, Dick",2
CAMDEN,Governor,,CST,"Smith, Richard L.",4
CAMDEN,Lieutenant Governor,,DEM,"Maxwell, Joe",928
CAMDEN,Lieutenant Governor,,DEM,"Backer, Gracia Yancey",377
CAMDEN,Lieutenant Governor,,DEM,"Powell, Catherine",384
CAMDEN,Lieutenant Governor,,REP,"Ortwerth, Joe",1412
CAMDEN,Lieutenant Governor,,REP,"Bailey, Wendell",2786
CAMDEN,Lieutenant Governor,,LIB,"Horras, Phillip W.",7
CAMDEN,Lieutenant Governor,,CST,"Wells, Bob",4
CAMDEN,Secretary of State,,DEM,"Gaw, Steve",828
CAMDEN,Secretary of State,,DEM,"Askew, James J.",779
CAMDEN,Secretary of State,,REP,"Blunt, Matt",3259
CAMDEN,Secretary of State,,REP,"Peterman, Raymond W.",471
CAMDEN,Secretary of State,,REP,"Crump, Robert J.",445
CAMDEN,Secretary of State,,LIB,"Southard, Jane Spence",8
CAMDEN,Secretary of State,,CST,"Ivanovich, Donna L.",4
CAMDEN,State Treasurer,,DEM,"May, Brian",669
CAMDEN,State Treasurer,,DEM,"Farmer, Nancy",737
CAMDEN,State Treasurer,,DEM,"Lakin, Scott",218
CAMDEN,State Treasurer,,REP,"Boeke, Chester (Chet)",1110
CAMDEN,State Treasurer,,REP,"Graves, Todd",2788
CAMDEN,State Treasurer,,LIB,"Trembley, Arnold J.",7
CAMDEN,State Treasurer,,CST,"Culligan, Kerry",4
CAMDEN,Attorney General,,DEM,"Nixon, Jeremiah W. (Jay)",1562
CAMDEN,Attorney General,,REP,"Jones, Sam",3719
CAMDEN,Attorney General,,LIB,"Moore, Mitch",7
CAMDEN,Attorney General,,DEM,"Skelton, Ike",1631
CAMDEN,Attorney General,,REP,"Brown, Bob",1809
CAMDEN,Attorney General,,REP,"Noland, Jim",2373
CAMDEN,Attorney General,,LIB,"Knapp, Thomas L.",5
CAMDEN,Attorney General,,DEM,"Keith, Clifford",716
CAMDEN,Attorney General,,DEM,"Ichord, Clara R.",890
CAMDEN,Attorney General,,REP,"Russell, John T.",4042
CAMDEN,Attorney General,,REP,"Luetkemeyer, Blaine",1207
CAMDEN,Attorney General,,DEM,"Cable, Dan J.",944
CAMDEN,Attorney General,,REP,"Collins, Charlie",464
CAMDEN,Attorney General,,REP,"Stokes, Jesse",408
CAMDEN,Attorney General,,REP,"Paul, Bill",882
CAMDEN,Attorney General,,REP,"Henderson, Steve",704
CAMDEN,Attorney General,,REP,"Hoerman, Alvin (Gene)",342
CAMDEN,Attorney General,,REP,"Franklin, Jr., James A.",3937
CAPE GIRARDEAU,U.S. Senate,,DEM,"Wagganer, Ronald William",419
CAPE GIRARDEAU,U.S. Senate,,DEM,"Carnahan, Mel",2047
CAPE GIRARDEAU,U.S. Senate,,REP,"Ashcroft, John",6781
CAPE GIRARDEAU,U.S. Senate,,REP,"Perkel, Marc",522
CAPE GIRARDEAU,U.S. Senate,,LIB,"Stauffer, Grant Samuel",37
CAPE GIRARDEAU,Governor,,DEM,"Holden, Bob",2257
CAPE GIRARDEAU,Governor,,REP,"Macy, Elgar",278
CAPE GIRARDEAU,Governor,,REP,"Talent, Jim",6098
CAPE GIRARDEAU,Governor,,REP,"Sievers, Jennie Lee (Jen)",681
CAPE GIRARDEAU,Governor,,LIB,"Swenson, John M.",24
CAPE GIRARDEAU,Governor,,LIB,"Illyes, Dick",15
CAPE GIRARDEAU,Governor,,CST,"Smith, Richard L.",5
CAPE GIRARDEAU,Lieutenant Governor,,DEM,"Maxwell, Joe",1271
CAPE GIRARDEAU,Lieutenant Governor,,DEM,"Backer, Gracia Yancey",517
CAPE GIRARDEAU,Lieutenant Governor,,DEM,"Powell, Catherine",517
CAPE GIRARDEAU,Lieutenant Governor,,REP,"Ortwerth, Joe",2020
CAPE GIRARDEAU,Lieutenant Governor,,REP,"Bailey, Wendell",4493
CAPE GIRARDEAU,Lieutenant Governor,,LIB,"Horras, Phillip W.",39
CAPE GIRARDEAU,Lieutenant Governor,,CST,"Wells, Bob",5
CAPE GIRARDEAU,Secretary of State,,DEM,"Gaw, Steve",967
CAPE GIRARDEAU,Secretary of State,,DEM,"Askew, James J.",1291
CAPE GIRARDEAU,Secretary of State,,REP,"Blunt, Matt",4630
CAPE GIRARDEAU,Secretary of State,,REP,"Peterman, Raymond W.",912
CAPE GIRARDEAU,Secretary of State,,REP,"Crump, Robert J.",810
CAPE GIRARDEAU,Secretary of State,,LIB,"Southard, Jane Spence",39
CAPE GIRARDEAU,Secretary of State,,CST,"Ivanovich, Donna L.",5
CAPE GIRARDEAU,State Treasurer,,DEM,"May, Brian",455
CAPE GIRARDEAU,State Treasurer,,DEM,"Farmer, Nancy",1149
CAPE GIRARDEAU,State Treasurer,,DEM,"Lakin, Scott",611
CAPE GIRARDEAU,State Treasurer,,REP,"Boeke, Chester (Chet)",1769
CAPE GIRARDEAU,State Treasurer,,REP,"Graves, Todd",4182
CAPE GIRARDEAU,State Treasurer,,LIB,"Trembley, Arnold J.",36
CAPE GIRARDEAU,State Treasurer,,CST,"Culligan, Kerry",5
CAPE GIRARDEAU,Attorney General,,DEM,"Nixon, Jeremiah W. (Jay)",2137
CAPE GIRARDEAU,Attorney General,,REP,"Jones, Sam",6005
CAPE GIRARDEAU,Attorney General,,LIB,"Moore, Mitch",38
CAPE GIRARDEAU,Attorney General,,DEM,"Durnell, Earl",942
CAPE GIRARDEAU,Attorney General,,DEM,"Camp, Bob",1252
CAPE GIRARDEAU,Attorney General,,REP,"Emerson, Jo Ann",6797
CAPE GIRARDEAU,Attorney General,,LIB,"Hendricks, Jr., John B.",37
CAPE GIRARDEAU,Attorney General,,REP,"Kinder, Peter D.",6567
CAPE GIRARDEAU,Attorney General,,REP,"Schwab, David",3983
CAPE GIRARDEAU,Attorney General,,DEM,"Neumeyer, Tom",769
CAPE GIRARDEAU,Attorney General,,REP,"Crowell, Jason G.",1876
CAPE GIRARDEAU,Attorney General,,REP,"Purcell, Jay",793
CAPE GIRARDEAU,Attorney General,,REP,"Wicks, Stan",309
CAPE GIRARDEAU,Attorney General,,DEM,"Grimm, John W.",2221
CARROLL,U.S. Senate,,DEM,"Wagganer, Ronald William",82
CARROLL,U.S. Senate,,DEM,"Carnahan, Mel",432
CARROLL,U.S. Senate,,REP,"Ashcroft, John",1883
CARROLL,U.S. Senate,,REP,"Perkel, Marc",257
CARROLL,U.S. Senate,,LIB,"Stauffer, Grant Samuel",4
CARROLL,Governor,,DEM,"Holden, Bob",466
CARROLL,Governor,,REP,"Macy, Elgar",171
CARROLL,Governor,,REP,"Talent, Jim",1531
CARROLL,Governor,,REP,"Sievers, Jennie Lee (Jen)",259
CARROLL,Governor,,LIB,"Swenson, John M.",0
CARROLL,Governor,,LIB,"Illyes, Dick",3
CARROLL,Governor,,CST,"Smith, Richard L.",0
CARROLL,Lieutenant Governor,,DEM,"Maxwell, Joe",305
CARROLL,Lieutenant Governor,,DEM,"Backer, Gracia Yancey",77
CARROLL,Lieutenant Governor,,DEM,"Powell, Catherine",98
CARROLL,Lieutenant Governor,,REP,"Ortwerth, Joe",440
CARROLL,Lieutenant Governor,,REP,"Bailey, Wendell",1533
CARROLL,Lieutenant Governor,,LIB,"Horras, Phillip W.",4
CARROLL,Lieutenant Governor,,CST,"Wells, Bob",0
CARROLL,Secretary of State,,DEM,"Gaw, Steve",248
CARROLL,Secretary of State,,DEM,"Askew, James J.",236
CARROLL,Secretary of State,,REP,"Blunt, Matt",1383
CARROLL,Secretary of State,,REP,"Peterman, Raymond W.",302
CARROLL,Secretary of State,,REP,"Crump, Robert J.",233
CARROLL,Secretary of State,,LIB,"Southard, Jane Spence",3
CARROLL,Secretary of State,,CST,"Ivanovich, Donna L.",0
CARROLL,State Treasurer,,DEM,"May, Brian",126
CARROLL,State Treasurer,,DEM,"Farmer, Nancy",235
CARROLL,State Treasurer,,DEM,"Lakin, Scott",105
CARROLL,State Treasurer,,REP,"Boeke, Chester (Chet)",261
CARROLL,State Treasurer,,REP,"Graves, Todd",1716
CARROLL,State Treasurer,,LIB,"Trembley, Arnold J.",3
CARROLL,State Treasurer,,CST,"Culligan, Kerry",0
CARROLL,Attorney General,,DEM,"Nixon, Jeremiah W. (Jay)",466
CARROLL,Attorney General,,REP,"Jones, Sam",1855
CARROLL,Attorney General,,LIB,"Moore, Mitch",2
CARROLL,Attorney General,,DEM,"Danner, Steve",430
CARROLL,Attorney General,,DEM,"Mann, Tom",27
CARROLL,Attorney General,,DEM,"Reeves, Sandra Lee",56
CARROLL,Attorney General,,DEM,"Cox, Ida",10
CARROLL,Attorney General,,REP,"DeSelms, Jack C.",26
CARROLL,Attorney General,,REP,"Loar, Teresa Anne",147
CARROLL,Attorney General,,REP,"Dady, John",64
CARROLL,Attorney General,,REP,"Bailey, Jeff",246
CARROLL,Attorney General,,REP,"Graves, Jr., Samuel B. (Sam)",1614
CARROLL,Attorney General,,LIB,"Dykes, Jimmy",3
CARROLL,Attorney General,,DEM,"Murry, William L. (Bill)",460
CARROLL,Attorney General,,REP,"Patek, Jewell D. H.",2109
CARROLL,Attorney General,,REP,"Moentmann, Werner A.",1876
CARTER,U.S. Senate,,DEM,"Wagganer, Ronald William",349
CARTER,U.S. Senate,,DEM,"Carnahan, Mel",858
CARTER,U.S. Senate,,REP,"Ashcroft, John",306
CARTER,U.S. Senate,,REP,"Perkel, Marc",28
CARTER,U.S. Senate,,LIB,"Stauffer, Grant Samuel",2
CARTER,Governor,,DEM,"Holden, Bob",892
CARTER,Governor,,REP,"Macy, Elgar",40
CARTER,Governor,,REP,"Talent, Jim",213
CARTER,Governor,,REP,"Sievers, Jennie Lee (Jen)",47
CARTER,Governor,,LIB,"Swenson, John M.",0
CARTER,Governor,,LIB,"Illyes, Dick",2
CARTER,Governor,,CST,"Smith, Richard L.",0
CARTER,Lieutenant Governor,,DEM,"Maxwell, Joe",544
CARTER,Lieutenant Governor,,DEM,"Backer, Gracia Yancey",130
CARTER,Lieutenant Governor,,DEM,"Powell, Catherine",291
CARTER,Lieutenant Governor,,REP,"Ortwerth, Joe",73
CARTER,Lieutenant Governor,,REP,"Bailey, Wendell",226
CARTER,Lieutenant Governor,,LIB,"Horras, Phillip W.",2
CARTER,Lieutenant Governor,,CST,"Wells, Bob",0
CARTER,Secretary of State,,DEM,"Gaw, Steve",345
CARTER,Secretary of State,,DEM,"Askew, James J.",602
CARTER,Secretary of State,,REP,"Blunt, Matt",200
CARTER,Secretary of State,,REP,"Peterman, Raymond W.",57
CARTER,Secretary of State,,REP,"Crump, Robert J.",33
CARTER,Secretary of State,,LIB,"Southard, Jane Spence",2
CARTER,Secretary of State,,CST,"Ivanovich, Donna L.",0
CARTER,State Treasurer,,DEM,"May, Brian",222
CARTER,State Treasurer,,DEM,"Farmer, Nancy",418
CARTER,State Treasurer,,DEM,"Lakin, Scott",290
CARTER,State Treasurer,,REP,"Boeke, Chester (Chet)",96
CARTER,State Treasurer,,REP,"Graves, Todd",167
CARTER,State Treasurer,,LIB,"Trembley, Arnold J.",2
CARTER,State Treasurer,,CST,"Culligan, Kerry",0
CARTER,Attorney General,,DEM,"Nixon, Jeremiah W. (Jay)",853
CARTER,Attorney General,,REP,"Jones, Sam",227
CARTER,Attorney General,,LIB,"Moore, Mitch",2
CARTER,Attorney General,,DEM,"Durnell, Earl",372
